title,summary,time,tag,link
621 那些生活中渐渐熄火的规则,有些规则（ding），曾经风风火火，却不知不觉中渐渐熄火了。 比如曾经严格要求的酒店入住人脸识别，定时定点的垃圾分类等等。 规则制定各有各的理由，但熄火的原因却大同小异。 还有什么规则，其实也形同虚设？,01/10/2024 01/10/2024,新闻酸菜馆,https://since1989.org/podcast/fu-chun-river.html
检查Mac可疑后门进程,1、查看系统活动监视器、使用terminal显示当前进程launchctl list 2、系统配置面板，查用户登录项 3、查系统启动项配置文件/Library/LaunchDaemons/Library/LaunchAgents~/Library/LaunchAgents,24/09/2024 24/09/2024,网络安全,https://since1989.org/security/mac-spyware.html
620 成年人的觉醒，从“祛魅”开始,你是什么时候开始“祛魅”的？ 过去执著的东西，深信不怀疑的观念，有光环的人物，种草的品牌，突然就粉转路人了，突然就拔草了，祛魅了。 对明星基金经理祛魅 饭圈文化外溢，基金公司也在包装自家的明星经理，某坤、刘某菘、葛女神、丘某荣、但某、谢某宇、蔡某松，王某伟，名单很长。 过去的业绩很亮眼，基民疯狂追星涌入，结果买的基金被深度套牢，甚至大跌超50%以上。 数百亿上千亿的基金规模，一年管理费稳赚数十亿，基民颗粒无收。 基民不禁感慨，到底明星基金经理的业绩，是因为他们择股择时能力强，还是他们踏上了时代的红利。 一个显著的事实是，基金“金牛奖”基金经理得主名单，年年不一样，今年是第一名的基金经理，明年基金业绩跌出榜单。 多数股票型基金经理，长期业绩根本打不过沪深300指数收益，尴尬啊！ 高学历、海外留学祛魅 985、211毕业即失业，甚至厦门大学、浙江大学高材生送外卖，已经不算是热门新闻了，因为类似现象越来越多了。 父母鸡娃送孩子出国留学，少说费用也有一两百万吧，结果根本在海外留不下来，无奈只能回来，美名回来报效祖国。 结果回国也找不到工作，或者终于找到几千块月薪的普通岗位，每天无聊处理些琐事打发日子，上班一辈子也挣不回自己的教育成本。 甚至周围的人无情嘲笑，拼命搞学区房、欧美留学、几百万投入，包装简历，最后也不过如此嘛！ 当事人无奈自我心理按摩，毕竟收获了一种经历，见过了一些风景。 还有中国人对房子的祛魅： 房价下跌，学区房贬值，几十年努力白忙活，北上广深，无一避免。 我们的社会集体共识，正在解构崩塌。 新的社会共识，在缓慢形成。 这就是祛魅的过程。,23/09/2024 24/09/2024,新闻酸菜馆,https://since1989.org/security/mac-spyware.html
多重梦境,（一）大学活动 一堆老同学们，参加学院的活动。 年轻的面庞，轻快的步伐。 遇见了室友们。 欢乐的气氛占主。 （二）王小波妻子 意外地梦到王小波的妻子。 近距离感受一对知识分子的家庭生活。 看到他们两人的手稿。 王小波的妻子热情，才情，饱和于一身。 令我吃惊的是，他们住在砖瓦的民宅，是民国的风格。 她住在卫生间里。 青灰色的砖，发亮。 我感到不可思议。 彼刻似乎感觉到身处梦境。 梦醒，想到现实中的他的爱人是李银河，梦中女子与现实中李老师两个人的形象，南辕北辙。 （三）解梦 今年中秋节回老家，看到书桌上的王小波全集。 每次回徐州的房间，睡眠质量都显著变差。 越发感到衰老的痕迹。 爸妈的皮肤的颜色、我那变长的鼻毛、熬夜后的疲惫。 破碎的心。 2024年9月，开始听古典音乐。 拉赫的作品有治愈效果。 抑郁的人不妨去听。,21/09/2024 21/09/2024,梦,https://since1989.org/dream/wang-xiao-bo.html
619 蜀道行，讲讲那些景点外的历史真相,从先秦到民国，在2300年的历史长河里，连接中原和蜀地的道路被称为蜀道。 大多数人对蜀道的印象还停留在李白的诗句里，那这条路到底有多难呢？ 在这里，扁平的历史印象变得立体起来，很多真相也只有亲自探访才能真正得知。,16/09/2024 16/09/2024,新闻酸菜馆,https://since1989.org/dream/wang-xiao-bo.html
618 花小钱提升生活的幸福感,王掌柜在本期节目里洋洋洒洒介绍了他最近生活里的小确幸，从买书，买香炉，买香，到买印章，能感受到他对生活的极大热情和高昂情绪。 你最近有什么幸福感满满的事？,09/09/2024 09/09/2024,新闻酸菜馆,https://since1989.org/podcast/240909happyness.html
617 北京上海的高档餐厅，快撑不住了,在上海，一些高端餐厅为了应对市场变化和吸引更多消费者，开始推出了所谓的“穷鬼套餐”。截至2024年7月底，上海人均消费500元以上的高端餐饮店占比仅有0.59%，较去年5月减少了超过1400家。 8月27日，经济观察报发文透露，北京统计局数据显示，2024年上半年，北京规模以上（即年营收1000万元以上）餐饮业利润总额1.8亿元，同比下降88.8%，利润率低至0.37%。,02/09/2024 02/09/2024,新闻酸菜馆,https://since1989.org/podcast/240909happyness.html
616 吃饱的西游，绝望的红楼,同是四大名著的《西游记》和《红楼梦》，在当今高科技手段的加持下，被频频搬上屏幕，但是面对的境遇却大不相同。 西游记，无疑是最成功的IP。 从影视化来看，就被改编了数次： 1986年央视版《西游记》 1995年《大话西游》 2013年《西游·降魔篇》 2014年《西游记之大闹天宫》 2015年《西游记之大圣归来》 2016年《西游记之孙悟空三打白骨精》 2017年《西游·伏妖篇》 2018年《西游记之女儿国》 而近期最成功的西游IP，莫过于3A游戏《黑神话：悟空》。 《黑神话：悟空》自发售以来，三天内在 Steam 平台的销量已突破 840 万份，好评率超 97%，平均游戏时间 9.7 小时，同时在线玩家数超 240 万，总收入超过 4 亿美元。 为什么西游记作为中国文化背景的奇幻故事，却能被全世界的人们所接受和喜爱，为什么这个故事特别容易改编甚至魔改？ 也许是以下几个原因： 1、一个一个小故事，容易独立成篇 2、想象力丰富，有极大的发挥创新空间 3、特效技术的进步为《西游记》中奇幻场景的呈现提供了技术支持，使得视觉体验更加丰富和震撼  4、人物性格鲜明，容易塑造 5、广泛的群众基础 而与之相反的是红楼梦，恐怕是四大名著最难改编的作品。 最近上映的《红楼梦之金玉良缘》竟然被打出了3.8分的超低分。 红楼梦难以让观众满意，往往是以下几个原因： 1、林黛玉太难选 “心较比干多一窍，病如西子胜三分。” 出尘美貌，多愁善感，体弱多病、情绪细腻、同时又才华横溢，卓尔不群、孤高傲世…… 总之既要美、瘦、弱，又要气质超群，同时又要符合原著中十来岁的年纪——当下的女演员中，恐怕很难有公认贴近林黛玉的一位。 2、人物太多，原著中是众生相，人物都各有各的特点，很难详细刻画。 3、原著细节描写丰富，吃穿用度，衣食住行，还原有难度。 4、红楼梦是非常完整的故事，有着前后呼应的连贯性，从主线出发很难拆解。 5、故事很有深度，不能拍的浮于表面。 不过最新这个版本的红楼梦，最大的贡献其实是又让《红楼梦》成为关注和讨论的对象。 不仅87版电视剧的剪辑版频上热搜，很多和红楼梦相关的话题也出现在公众视野。 俗话说，老不读三国，少不看红楼。意思是说，年轻人不应该沉迷于《红楼梦》中的爱情故事，而老年人则不宜阅读《三国演义》中充满权谋和战争的情节，以免引起不必要的情绪波动。 那么在2024年，年轻人又是否理解宝黛钗的爱情？又是否还能被这段爱情故事所打动呢？ 或者说，年轻人还会去看红楼梦吗？,27/08/2024 27/08/2024,新闻酸菜馆,https://since1989.org/podcast/616-%e7%a0%b4%e5%9c%88%e7%9a%84%e8%a5%bf%e6%b8%b8%ef%bc%8c%e9%9a%be%e6%94%b9%e7%9a%84%e7%ba%a2%e6%a5%bc.html
余生皆是额外恩赏,8月18日，心生想法。 我的余生皆是上天额外的赏赐。 有了这样的想法后，心态平和多了。 今早骑车上班，我再次确认了我的眼耳鼻舌身意，功能都正常。 可说是幸福的状态了。,20/08/2024 20/08/2024,心理学,https://since1989.org/podcast/616-%e7%a0%b4%e5%9c%88%e7%9a%84%e8%a5%bf%e6%b8%b8%ef%bc%8c%e9%9a%be%e6%94%b9%e7%9a%84%e7%ba%a2%e6%a5%bc.html
615 电影《异形》吓哭观众，主播忍不住想起了惊悚往事,1、为什么说电影《异形》是女性主义电影？里面的镜头设计包含了哪些象征符号？ 2、主播在乡下究竟看到了什么东西，吓得当场呆住无法动弹？ 3、哪种乐器被称为“最恐怖的乐器”？,19/08/2024 19/08/2024,新闻酸菜馆,https://since1989.org/podcast/snake.html
2024年8月13日,夜里10点就准备睡了，迷糊之中，梦境火花般燃起。 （一）  爸 他又在耍酒疯。 众人合力把他按住。 他竟然自己脱掉了内裤。 我大为愤怒。 （二）  古城 披着战甲的青年将领，四面受敌，大势已去。 我是旁观者。 将领还在徒然地狡辩，认为自己仍有可能突围获胜。 8月14日凌晨 （三）公司倒闭 巨大的办公室，我在整理办公室抽屉里的物品。 小宝在旁边问，这个还要吗，那个还要吗？ 我爽快地说，都不要啦！ 人声嘈杂，杂乱的环境。 董事长像一个羞怯的小孩，在吵闹的人群中慢慢走着，他的表情像夏天骤雨前的云彩，急剧变化。 我的梦境里，呈现了最近的几个压力源。 唉～,14/08/2024 14/08/2024,梦,https://since1989.org/podcast/snake.html
614 奥运金牌数也该祛魅了,这届奥运会，土耳其51岁射击大叔因为松弛感爆了，中国台湾小哥的街舞因为无敌旋转出圈了，中国攀岩选手因为不苟言笑帅炸了，但是他们都没拿金牌。 这届奥运你看了几场比赛，记住了几位运动员？ 自由式独轮小车我们拿了金牌，这场比赛你有印象吗？ 金牌数和国家强弱没有必然关系，在中国人喜闻乐见的比赛上看到我国运动员的身影可能更有意义，比如三大球。 运动员的人格魅力也许比金牌更重要。 大家评论区说说，你在乎中国金牌数是不是第一吗？,12/08/2024 12/08/2024,新闻酸菜馆,https://since1989.org/podcast/240811olympic.html
613 为什么中国人胃癌发病率全球第一？,2023年9月3日下午5点多，12345热线接到某酒店员工反映，“我们酒店有人在菜汤里添加庆大霉素注射液，能不能告诉我，这东西是不是合法添加剂？”突击检查随即而至，执法人员在后厨垃圾桶提取到已使用的硫酸庆大霉素注射液4盒，在厨师长办公室查获未使用的注射液101盒 庆大霉素是为数不多的热稳定性的抗生素，因而广泛应用于培养基配置。中国独立自主研制成功的广谱抗生素，是新中国成立以来的伟大科技成果之一。它开始研制于1967年，成功鉴定在1969年底，取名“庆大霉素”，意指庆祝“九大”以及庆祝工人阶级的伟大。 《千手观音》就是由一群聋哑演员表演的一个节目。其中大部分人都是儿童时期使用了具有耳毒性的药物而出现的耳聋，其中包括庆大霉素。,05/08/2024 05/08/2024,新闻酸菜馆,https://since1989.org/podcast/240811olympic.html
港美股券商开户，存量投资者证明，帮你搞定！,大陆居民海外证券开户，最常用到的某券商，客户经理本周告诉我，现在政策收紧了，新开账户，强制要求申请人提供“存量投资者证明”，否则不给开了。 啥是存量投资者证明呢？ 咱们这边为了限制居民跑到海外炒股，有意做限制。都知道美股赚钱是吧？都想买高收益美债是吧？大家不稀罕A股了，那A股还怎么割韭菜呢？ 如果你想开港股、美股券商，你必须证明自己以前就开过海外券商账户，也就是“存量投资者证明”。 这个东西在淘宝能花钱买到，我免费送。 如果你苦恼于没有这个证明，私信我。,03/08/2024 03/08/2024,投资,https://since1989.org/invest/proof-brokerage.html
旅行社,我吃力地蹬车。 远郊有一处空荡的建筑，楼梯底有个破旧的接待前台。 老板百无聊赖地坐着，爱搭不理的样子。 另有一群人很兴奋。他们等待着集合出发。 我感觉口渴，摊位上有橘子卖。 我找了两次厕所。 老板娘声嘶力竭，痛斥一个男大学生耍了她。 白天接收到的信号刺激： 和西瓜聊到了稻草人旅行、我每天骑车通勤、晚上吃了胡子大厨和手抓羊排。,30/07/2024 30/07/2024,梦,https://since1989.org/invest/proof-brokerage.html
612 史上最牛实习生,你寒窗苦读十年，勉强上个大学 少爷凭借武术特长，开挂进了985 你的暑假打工，是在工地工厂奶茶店 少爷的暑假实习，是在最顶级的投资银行 你赚着3000的月薪，30年能赚100万 少爷开着保时捷，一辆车顶你30年窝囊费 你干着996的福报，白天上班做牛马，晚上回家做家务 少爷上午喝咖啡，下午摸鱼打高尔夫 同样是工地，你通知没送到，被判刑事责任 少爷泄露3份机密资料，被令终止研学 同样是投胎，有人出生就在罗马，有人出生就是骡马,30/07/2024 30/07/2024,新闻酸菜馆,https://since1989.org/podcast/240729shixisheng.html
611 真实故事：我人生中犯过最大的错,1999年，民谣歌手马条在中国西北采风。在塔里木盆地东南边缘的且末县，遇到一个弹冬不拉的放羊老人。 他讲述自己年轻时爱上了当地一个有钱人家的女儿。少年羞涩自卑，没有敢跟姑娘表白。 如今白发老矣，老人感叹道：“年轻时我们连手都没拉过，这真是挺要命的事。” 那个姑娘的名字叫塔吉汗。 人生中有两种遗憾。 一种是：当年做了什么事，如今很后悔；另一种恰相反：当年我没有做什么事，如今很后悔。 你更难释怀的是哪种呢？ 本期节目里，主播分享了各自的故事，那些人生中曾经犯过的错误。 面对错误，人们表现出了两种行为模式。 指责别人的错误，翻旧账，过不去。于是两人都陷入内耗。 折磨于自己的错误，也是过不去。长期困于自责的心理，好像掉了负能量的漩涡。 我想说的是，远离指责型人格的亲密关系、停止自我反刍、享受会犯错的人生。,22/07/2024 23/07/2024,新闻酸菜馆,https://since1989.org/podcast/240729shixisheng.html
道教金刚功，治好了我的高尿酸？！,我连续四年体检，尿酸偏高。 不是稍微超标，而是高出很多。 这个指标跟痛风高度关联。尿酸盐结晶会沉积，引发脚痛。 我体验过一次大脚指针刺般疼痛。 查了资料，说是别喝酒，少吃海鲜，少吃红肉，多喝水。 我没有抽烟喝酒的习惯，吃肉少吃素多，但是不爱喝水倒是真的。 不过我没有选择改变生活方式，也没去专门看高尿酸这个问题。 总之就是没太当回事。 大家可以看我连续几年的体检结果： 2023年下半年，由于一些机缘，我突然读到了道教前辈张至顺道长的个人事迹。 淡薄名利，乐善救人。活了103岁。 我想，这位前辈既然如此让人敬仰，那他推广的东西，一定不会错。 于是我在B站认真观看张至顺道长亲自示范的“八部金刚功”。 张至顺道长心怀大爱，慷慨把道家秘传的养生功法公开了，那如果没有毅力练，就是我自己的问题了。 总共八个动作，就练呗！ 不用报付费培训班，不用买补品，甚至不用买特定装备，去特定场地，就是你自己，在哪练都行，还有啥好说的。 于是我就每天早晨起床练。听说早晨7点阳气最旺，那就练。 刚开始会在江边练。 我碰到一些周围的居民也会在江边练。 后来就在房间里练。 每次十几分钟。后背发热。鼻间微汗。 这可能是我个人性格一个特点，我认准了的事情，我不怕枯燥无聊，我会坚持做。 练半年后，效果就是感觉每天有精神了，不容易疲惫了。 2024年6月，我再去同一家机构体检，结果现场大吃一惊。 为啥呢，因为我在做B超项目的时候，我跟医护说，我的一侧肾以前体检有个八毫米的小囊肿，你帮看下变大了吗？ 医护愣住了，说你确定有？ 我说是啊，好几年都有，去年就是在你这做的检查。 医护说，我刚没找到啊！你翻过来趴着，我再好好给你看下。 于是医护在我后背涂上一层导电凝胶，拿着设备又摸了好久，还是没有。 过了两天，完整的体检报告出来了，我又大吃一惊，今年体检报告没再说高尿酸的事了。 我赶紧找血液生化指标项目，竟然发现尿酸落在正常范围了。 甚至血糖、血脂浓度，也比过去有显著下降。 当时内心很欣喜。 那我就在复盘，是什么原因导致的变化？ 我的生活方式里的变化，就是每天练功，然后我每天喝水是变多的。 现在就是每天精气神挺足的，不容易疲惫。 跟大伙分享这件事，其实是涉及个人医疗隐私的，不过我想，如果这是一件好事，如果能让其他人受益，我又何必在意其他呢。 我不是医生，我只是一个普通人记录亲历的事情，我无法去验证身体的变化和练功之间的关系。 没啥神秘的，无非坚持二字。 随缘吧，是为记。,17/07/2024 17/07/2024,冥想站桩,https://since1989.org/mashiqi/zhang-zhi-shun.html
